title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
Will & Grace (1998);1998;TV-PG;8 Seasons;['Comedy', 'LGBTQ+', 'Sitcom'];September 21, 2017;7.4/10;Will and Grace are best friends and roommates. With pals Karen and Jack, it's all fair game for this outspoken foursome, from sex and dating to cutting cultural commentary.
The Mindy Project;2012;TV-14;6 Seasons;['Comedy', 'Sitcom'];September 12, 2017;7.3/10;A single-camera comedy, starring Mindy Kaling, that follows a skilled OB/GYN navigating the tricky waters of both her personal and professional life, as she pursues her dreams of becoming the perfect woman, finding the perfect man and getting her perfect romantic comedy ending.
Top of the Lake;2013;TV-MA;2 Seasons;['Crime', 'Drama', 'Horror'];September 11, 2017;7.3/10;This powerful and haunting story from Oscar winning writer/director Jane Campion follows the story of a detective (Elisabeth Moss) who investigates the disappearance of a 12-year-old pregnant daughter of a local drug lord.
(Dub) Afro Samurai Resurrection;2009;TV-MA;101 min;['Action', 'Adult Animation', 'Adventure'];September 5, 2017;;Afro Samurai found peace after avenging his father. But the master is forced back into the game by sexy Sio, a deadly woman from his past who won't quit until Afro pays for his sins. Starring Samuel L. Jackson and Lucy Liu.
(Sub) Trigun: Badlands Rumble;2010;TV-14;91 min;['Action', 'Adventure', 'Anime'];September 5, 2017;7.3/10;Twenty years ago, Vash the Stampede allowed an infamous outlaw named Gasback to escape final justice. Now, on the streets of Macca City, Vash is about to learn a hard truth about consequences - and he might end up paying for the lesson with his life.
Afro Samurai;2009;TV-MA;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;7.5/10;He's a legend with an ice cold soul and a jones for revenge: Afro Samurai. As a kid, he saw his father slaughtered. Now a man, Afro journeys to the mountain to face destiny. The perpetrators are gonna get what they deserve. Starring Samuel L. Jackson.
Black Lagoon;2006;TV-MA;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;8.0/10;Meek businessman Rokuro enters a risky world of gun running, drug smuggling, and kidnapping when his life is hijacked by the merciless crew of the Black Lagoon - modern pirates Revy, Dutch, and Benny.
Corpse Princess;2008;TV-MA;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;7.0/10;Makina Hoshimura is one of the living dead. If she is to ever find peace, she must hunt down and destroy her own kind.
Dragonar Academy;2014;TV-MA;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;6.4/10;Ash is a joke to his fellow students at Dragonar Academy until the day his dragon awakens, and his world changes forever. There's just one problem: His dragon is actually a beautiful girl, and she's determined to be the master – and make Ash the slave!
FLCL;2003;TV-14;1 Season;['Anime', 'International'];September 5, 2017;8.1/10;Naota's a bit quirky, but he can still pass for normal. Haruko's totally quirky and she'll never pass for normal. When she runs over Naota with her motorscooter and brains him with a bass guitar, his world doesn't get turned upside down - It gets incredibly weird. There's nothing else in the world like FLCL. This one's going to change your life.
FLCL;2003;TV-14;1 Season;['Action', 'Anime', 'Comedy'];September 5, 2017;;Naota's a bit quirky, but he can still pass for normal. Haruko's totally quirky and she'll never pass for normal. When she runs over Naota with her motorscooter and brains him with a bass guitar, his world doesn't get turned upside down - It gets incredibly weird. There's nothing else in the world like FLCL. This one's going to change your life.
Full Metal Panic!;2002;TV-PG;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;7.7/10;"Sousuke Sagara, a seventeen year old military specialist working for the secret organization MITHRIL, has been assigned to protect the latest ""Whispered"" candidate Kaname Chidori. To complete this task Sousuke will have to deal with enemies from his past as well as the occasional panty thief. Unfortunately for Sousuke, the toughest part of his mission isn't only protecting Miss Chidori but also getting used to living an average High School students life, no easy task for someone raised on the battlefield."
Gungrave;2003;TV-MA;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;7.8/10;Brandon Heat returns from the grave to defeat Millennion, a mafia organization with hordes of undead enforcers. Packing his handguns and a coffin full of heavy weapons, Heat won't stop until Millennion's leader - his former best friend - is destroyed.
Hellsing;2001;TV-MA;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;7.7/10;The vampire Alucard and his servant Seras Victoria protect the British Empire from ghouls and satanic freaks. Together, they haunt the shadows as a sinister force of good - and tonight the streets of England shall flow with the blood of their evil prey.
Hellsing Ultimate;2006;TV-MA;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;8.3/10;The vampire Alucard defends the British Empire against undead freaks. When he offers policewoman Seras Victoria a second chance after she's cut down in the line of duty, she's reborn as the monster's blood-sucking servant.
Kaze no Stigma;2007;TV-14;1 Season;['Anime', 'International', 'Science Fiction'];September 5, 2017;7.1/10;Kazuma's clan is skilled in fire magic, but when his female cousin, Ayano, beat him in a battle to become the clan's successor, Kazuma went into exile. Now he's back with a powerful new mojo that's sure to fan the flames of the family rivalry.
Mushi-shi;2005;TV-14;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;8.6/10;Ginko, a Mushi master, travels from place to place researching the Mushi and helping people who are suffering because of the Mushi.
Space Dandy;2014;TV-MA;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;8.1/10;Space Dandy is pompadour sporting adventurer who travels the galaxy in search of undiscovered aliens. Each new species earns Dandy a hefty reward, but he'd better be quick on his feet because it's first come – first served!
"Steins;Gate";2011;TV-14;1 Season;['Anime', 'International', 'Mystery'];September 5, 2017;8.8/10;"Rintaro Okabe is a self-proclaimed ""mad scientist"" plagued by paranoid delusions of a nefarious organization known as SERN. Fueled by their imaginations, Okabe and his friends form a secret laboratory and seek to unlock the mysteries of time travel!"
The Devil is a Part-Timer!;2013;TV-14;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;7.7/10;Inches away from conquering the world, the devil is foiled by a hero and finds himself in modern-day Tokyo. With no real-world skills to speak of, the devil is forced to make ends meet flipping burgers at a fast food joint!
The Sacred Blacksmith;2009;TV-MA;1 Season;['Anime', 'International'];September 5, 2017;6.3/10;The bumbling knight Cecily is an unlikely heroine - until the blacksmith Luke comes to her aid, forging magic blades of supernatural strength. Cecily must wield this sacred steel against a cloaked fiend who is unleashing demons upon the land.
Tokyo Majin;2007;TV-MA;1 Season;['Anime', 'International'];September 5, 2017;5.9/10;A force of supernatural darkness is unleashing the walking dead on Tokyo, and five high school students with extraordinary powers - and nothing in common - must band together to fight the scourge.
Total Divas;2014;TV-14;9 Seasons;['Documentaries', 'Reality'];September 5, 2017;6.1/10;Total Divas is back on its 8th season with the return of Paige, the Bellas, Nattie, Nia, Trinity, and Lana as they continue to make historic moves for the Women’s Division at WWE and the impact of their personal lives are equally paramount. Nicole traverses a soulful journey to discover who she is on her own, Brie continues to grapple with the growing pains of being a mother and a career woman, and Paige deals with her skeletons as she searches for life after wrestling. All the while, our WWE Superstars - Trinity, Nattie, Nia, and Lana - work to keep themselves anchored in and outside of the ring!
Witchblade;2006;TV-MA;1 Season;['Action', 'Adventure', 'Anime'];September 5, 2017;6.9/10;Masane's fate is altered after uniting with the Witchblade, an ancient weapon of ecstasy and pain that penetrates the body and mind. Forced into the service of the Doji Group and hunted by the NSWF, Masane's greatest battle will be for her soul.
WWE Superstars;2009;TV-PG;3 Seasons;['Sports'];September 5, 2017;5.5/10;Featuring exclusive matches from the Superstars of RAW, along with action-packed recaps of what occurred earlier in the week on RAW.
How I Met Your Mother;2005;TV-MA;9 Seasons;['Comedy', 'Sitcom'];September 1, 2017;8.3/10;A half-hour comedy series about Ted and how he fell in love. It all started when Ted’s best friend, Marshall, drops the bombshell that he’s going to propose to his long-time girlfriend, Lily, a kindergarten teacher. At that moment, Ted realizes that he had better get a move on if he hopes to find true love, too.
Looking;2014;TV-MA;2 Seasons;['Comedy', 'LGBTQ+'];September 1, 2017;;From HBO comes this comedy series that offers up the unfiltered experiences of three 30-something gay friends living in San Francisco.
Damien;2016;TV-14;1 Season;['Drama', 'Horror', 'Thriller'];August 25, 2017;6.7/10;Damien, is a follow-up to the classic horror film, The Omen. The show follows the adult life of Damien Thorn, the mysterious child from the 1976 motion picture, who has grown up seemingly unaware of the satanic forces around him. Haunted by his past, Damien must now come to terms with his true destiny - that he is the Antichrist.
Hill Street Blues;1981;TV-14;7 Seasons;['Crime', 'Drama'];August 25, 2017;8.2/10;"Before ""NYPD Blue"" and ""The Shield"" came ""Hill Street Blues,"" the series that revolutionized the TV cop show by giving television viewers a realistic glimpse into the daily lives of the officers and detectives at an urban police station. Earning 98 Emmy nominations over its seven-year run, ""Hill Street Blues"" was one of the most innovative and critically acclaimed shows of the 1980s."
